32.481	0.0	-0.0833161	-0.27337	0.909658	1.0	-0.0736993	-0.241419	1.21452	2.0	-0.0585893	-0.196073	1.51216	3.0	-0.0840613	-0.164207	1.65532	4.0	-0.240724	-0.170151	1.40217	5.0	-0.287365	-0.211686	1.11888	6.0	-0.299328	-0.165846	0.877932	7.0	-0.297591	-0.139332	0.79788	8.0	0.107632	-0.208984	1.39938	9.0	0.171329	-0.246149	1.13072	10.0	0.211274	-0.192851	0.874418	11.0	0.204259	-0.184029	0.814708	12.0	-0.139585	-0.223319	0.90535	13.0	-0.130062	-0.292467	0.475564	14.0	-0.103167	-0.482495	0.0965072	15.0	-0.128895	-0.403487	0.0285038	16.0	0.00455807	-0.245763	0.916788	17.0	0.0802031	-0.203483	0.521289	18.0	0.0762465	-0.181434	0.12756	19.0	0.114263	-0.0474774	0.0619569	20.0	-0.0633808	-0.209869	1.43879	21.0	-0.285261	-0.148746	0.735044	22.0	-0.308526	-0.103145	0.797353	23.0	0.202111	-0.189257	0.731489	24.0	0.251516	-0.18096	0.816739
32.515	0.0	-0.0621685	-0.226073	0.906967	1.0	-0.0572392	-0.19791	1.21242	2.0	-0.0470347	-0.15814	1.51049	3.0	-0.0723673	-0.1151	1.65017	4.0	-0.228381	-0.131716	1.40055	5.0	-0.274477	-0.165848	1.11666	6.0	-0.295882	-0.131323	0.875281	7.0	-0.291633	-0.103179	0.799487	8.0	0.118048	-0.172726	1.39735	9.0	0.18246	-0.206074	1.12934	10.0	0.21758	-0.148364	0.882034	11.0	0.209317	-0.146135	0.810501	12.0	-0.118291	-0.174798	0.902201	13.0	-0.139376	-0.208965	0.512579	14.0	-0.108858	-0.437089	0.127584	15.0	-0.118768	-0.398085	0.0432372	16.0	0.0254926	-0.199831	0.914611	17.0	0.0868178	-0.183709	0.53146	18.0	0.0775169	-0.17873	0.130876	19.0	0.11394	-0.0467705	0.0625518	20.0	-0.0506606	-0.170563	1.43704	21.0	-0.278197	-0.105642	0.738948	22.0	-0.286904	-0.0567289	0.83119	23.0	0.215279	-0.155293	0.735352	24.0	0.259796	-0.137735	0.820814
32.548	0.0	-0.0608806	-0.219231	0.908749	1.0	-0.0557157	-0.191614	1.21384	2.0	-0.0450662	-0.151292	1.51163	3.0	-0.0713124	-0.112743	1.65156	4.0	-0.229262	-0.129034	1.40094	5.0	-0.275966	-0.163239	1.11254	6.0	-0.295804	-0.116213	0.872504	7.0	-0.291318	-0.0855043	0.794268	8.0	0.121066	-0.163877	1.39569	9.0	0.185111	-0.196738	1.13108	10.0	0.221119	-0.137606	0.882713	11.0	0.216966	-0.119047	0.809677	12.0	-0.117291	-0.169233	0.904578	13.0	-0.131539	-0.158466	0.531692	14.0	-0.105599	-0.409666	0.161632	15.0	-0.118536	-0.388918	0.0779366	16.0	0.0271626	-0.191461	0.915653	17.0	0.0881648	-0.179454	0.526169	18.0	0.077411	-0.178845	0.130921	19.0	0.113775	-0.0480098	0.0616234	20.0	-0.0487797	-0.163824	1.43825	21.0	-0.272869	-0.0835631	0.731607	22.0	-0.300962	-0.0467981	0.80248	23.0	0.232327	-0.12525	0.739265	24.0	0.262609	-0.111888	0.816427
32.582	0.0	-0.0594625	-0.2056	0.910628	1.0	-0.0545587	-0.178753	1.21494	2.0	-0.0441185	-0.138754	1.51191	3.0	-0.0702264	-0.101599	1.65428	4.0	-0.229939	-0.123274	1.40106	5.0	-0.276337	-0.159499	1.11137	6.0	-0.297618	-0.106804	0.872413	7.0	-0.291177	-0.0783069	0.78989	8.0	0.124838	-0.142452	1.39414	9.0	0.188807	-0.175315	1.13302	10.0	0.231243	-0.103198	0.881877	11.0	0.216334	-0.0939506	0.814318	12.0	-0.116539	-0.15941	0.906946	13.0	-0.127879	-0.119566	0.537146	14.0	-0.109884	-0.378549	0.172179	15.0	-0.123372	-0.337647	0.0887112	16.0	0.0294627	-0.173633	0.91681	17.0	0.0871243	-0.173799	0.524629	18.0	0.0755446	-0.179314	0.131259	19.0	0.110563	-0.0547337	0.0623394	20.0	-0.0477653	-0.151196	1.43873	21.0	-0.278046	-0.06859	0.731832	22.0	-0.301088	-0.0481939	0.755491	23.0	0.220619	-0.100295	0.730451	24.0	0.268778	-0.0617674	0.792009
32.614	0.0	-0.0472858	-0.142137	0.908055	1.0	-0.0451305	-0.120292	1.21351	2.0	-0.037392	-0.0853635	1.51132	3.0	-0.062879	-0.0464644	1.65075	4.0	-0.222967	-0.0592226	1.39361	5.0	-0.267853	-0.0998897	1.10759	6.0	-0.278905	-0.0492766	0.867373	7.0	-0.279695	-0.0318156	0.790456	8.0	0.130003	-0.099076	1.39643	9.0	0.196141	-0.118932	1.13843	10.0	0.232865	-0.0613935	0.885929	11.0	0.233173	-0.0500234	0.814326	12.0	-0.103457	-0.0936388	0.905354	13.0	-0.115313	-0.0442329	0.546994	14.0	-0.0957845	-0.30419	0.18246	15.0	-0.111425	-0.238257	0.101112	16.0	0.0408341	-0.113287	0.913678	17.0	0.0873554	-0.141328	0.522497	18.0	0.0758453	-0.172825	0.13237	19.0	0.109408	-0.0518876	0.0610602	20.0	-0.0403571	-0.0965285	1.43795	21.0	-0.268526	-0.0387573	0.726304	22.0	-0.292641	0.0110057	0.793198	23.0	0.23602	-0.0448681	0.736711	24.0	0.276905	-0.0416864	0.810869
32.648	0.0	-0.0477638	-0.129066	0.909662	1.0	-0.0445816	-0.107587	1.21543	2.0	-0.0358323	-0.072941	1.51351	3.0	-0.064082	-0.0346876	1.65219	4.0	-0.222019	-0.0485303	1.3948	5.0	-0.265152	-0.0904914	1.11516	6.0	-0.275086	-0.0434548	0.874348	7.0	-0.277152	-0.018786	0.798807	8.0	0.130102	-0.0818177	1.39673	9.0	0.197741	-0.0989434	1.13962	10.0	0.240794	-0.0347529	0.887287	11.0	0.237293	-0.0183078	0.820842	12.0	-0.103385	-0.0811122	0.907163	13.0	-0.11661	0.0111287	0.552241	14.0	-0.0961054	-0.221471	0.176682	15.0	-0.0985187	-0.150305	0.0974369	16.0	0.0399101	-0.0996896	0.915046	17.0	0.0881176	-0.126913	0.52232	18.0	0.0750175	-0.171948	0.132745	19.0	0.0991276	-0.0604899	0.063544	20.0	-0.03905	-0.0840419	1.44008	21.0	-0.262171	-0.0245608	0.728926	22.0	-0.292538	0.0127891	0.792936	23.0	0.240715	-0.0195887	0.747206	24.0	0.27334	0.020362	0.831241
32.681	0.0	-0.0489369	-0.0953966	0.910967	1.0	-0.0444745	-0.0686283	1.21714	2.0	-0.0341759	-0.0284379	1.51557	3.0	-0.0646231	0.0116391	1.65455	4.0	-0.224761	-0.0297949	1.39486	5.0	-0.263241	-0.07467	1.12246	6.0	-0.279494	-0.0384314	0.880876	7.0	-0.276013	-0.00468001	0.806182	8.0	0.132563	-0.0354616	1.39552	9.0	0.201449	-0.0541124	1.14058	10.0	0.248074	0.0157799	0.889533	11.0	0.25026	0.0245822	0.819671	12.0	-0.104098	-0.0516293	0.908666	13.0	-0.115484	0.0454055	0.545536	14.0	-0.0957562	-0.120336	0.148491	15.0	-0.0997071	-0.0425583	0.0733089	16.0	0.0385872	-0.0617538	0.916114	17.0	0.0876149	-0.0988781	0.528195	18.0	0.0729269	-0.169632	0.135094	19.0	0.0985255	-0.0606118	0.0634816	20.0	-0.0378104	-0.0409424	1.44206	21.0	-0.267019	-0.015053	0.728256	22.0	-0.28588	0.00966455	0.801289	23.0	0.238482	0.015757	0.734292	24.0	0.294006	0.0473076	0.815781
32.714	0.0	-0.0507512	-0.0889865	0.91186	1.0	-0.0465887	-0.0648812	1.21797	2.0	-0.0365437	-0.026564	1.51634	3.0	-0.0668573	0.0122395	1.65533	4.0	-0.229185	-0.0260732	1.39638	5.0	-0.26774	-0.0728303	1.12191	6.0	-0.290318	-0.0388356	0.880875	7.0	-0.29214	-0.0221411	0.810937	8.0	0.12875	-0.0256931	1.39674	9.0	0.201058	-0.0450544	1.14454	10.0	0.246483	0.0251937	0.889553	11.0	0.247801	0.0498339	0.825729	12.0	-0.105508	-0.0470555	0.909816	13.0	-0.117607	0.0668493	0.543841	14.0	-0.107303	-0.0156301	0.13805	15.0	-0.102027	0.0686623	0.0646811	16.0	0.0364554	-0.0533913	0.916617	17.0	0.0863844	-0.0926831	0.527125	18.0	0.0707673	-0.168279	0.13656	19.0	0.0981957	-0.0589496	0.0625422	20.0	-0.0400986	-0.0386693	1.44284	21.0	-0.289764	-0.022423	0.745373	22.0	-0.3033	-0.00912669	0.829401	23.0	0.245562	0.0410708	0.745864	24.0	0.288661	0.0869984	0.831864
32.748	0.0	-0.0508577	-0.0249147	0.908576	1.0	-0.0493208	-0.00464048	1.21701	2.0	-0.0419859	0.02866	1.51745	3.0	-0.0789694	0.0657963	1.65858	4.0	-0.233086	0.0358395	1.38889	5.0	-0.264205	-0.0208234	1.11986	6.0	-0.277764	-0.0148735	0.877111	7.0	-0.282827	0.0174041	0.810669	8.0	0.126063	0.037583	1.39369	9.0	0.20894	0.0191081	1.14066	10.0	0.263583	0.0954356	0.896782	11.0	0.245833	0.0997826	0.830939	12.0	-0.105901	0.0167594	0.90628	13.0	-0.111438	0.131552	0.532808	14.0	-0.105616	0.108402	0.144102	15.0	-0.0995282	0.203166	0.0721167	16.0	0.0372649	0.0102768	0.913875	17.0	0.0892124	-0.0465784	0.524909	18.0	0.0706901	-0.152336	0.143482	19.0	0.102744	-0.0493926	0.0619977	20.0	-0.0448855	0.0179219	1.44347	21.0	-0.282528	0.0187543	0.747181	22.0	-0.28469	0.020491	0.77203	23.0	0.258628	0.113138	0.764949	24.0	0.2961	0.139678	0.839722
32.782	0.0	-0.0511569	-0.0133361	0.908689	1.0	-0.0506514	0.0027314	1.217	2.0	-0.0438872	0.0329701	1.51735	3.0	-0.0820109	0.0693514	1.65746	4.0	-0.235116	0.0373749	1.39013	5.0	-0.268429	-0.0201005	1.11604	6.0	-0.281756	-0.00588327	0.873269	7.0	-0.296732	0.0125908	0.803498	8.0	0.123152	0.0467077	1.39479	9.0	0.207386	0.0268446	1.14065	10.0	0.255873	0.109148	0.897701	11.0	0.236342	0.120629	0.830616	12.0	-0.106607	0.0261976	0.905425	13.0	-0.115299	0.140456	0.523399	14.0	-0.11254	0.197348	0.150302	15.0	-0.102674	0.318569	0.083702	16.0	0.0375924	0.0242886	0.915175	17.0	0.087498	-0.0371123	0.527146	18.0	0.0695685	-0.147574	0.144389	19.0	0.102392	-0.0498349	0.0619065	20.0	-0.0466776	0.0228931	1.44339	21.0	-0.297873	0.00574577	0.737945	22.0	-0.28615	0.016931	0.775272	23.0	0.252929	0.13773	0.76122	24.0	0.283106	0.170208	0.861577
